,,p.u.
availability-Asgard_Solar,170,0.0
availability-Asgard_Solar,171,0.0013913196620011798
availability-Asgard_Solar,172,0.00020567231368399906
availability-Asgard_Solar,173,0.0014828311820660905
availability-Asgard_Solar,174,0.0
availability-Asgard_Solar,175,0.0
availability-Asgard_Solar,176,0.0006744259376535093
availability-Asgard_Solar,177,0.05493216166041613
availability-Asgard_Solar,178,0.1576515961543778
availability-Asgard_Solar,179,0.21931305046161212
availability-Asgard_Solar,180,0.25753186117644705
availability-Asgard_Solar,181,0.2600566839038608
availability-Asgard_Solar,182,0.19753768875655062
availability-Asgard_Solar,183,0.07967006357433316
availability-Asgard_Solar,184,0.002838947118664799
availability-Asgard_Solar,185,0.0
availability-Asgard_Solar,186,0.002024592864265507
availability-Asgard_Solar,187,0.00035548555911838793
availability-Asgard_Solar,188,0.001529315265672817
availability-Asgard_Solar,189,0.000345408331360099
availability-Asgard_Solar,190,0.0012870522938754347
availability-Asgard_Solar,191,0.0
availability-Asgard_Solar,192,0.0
availability-Asgard_Solar,193,0.0
availability-Asgard_Solar,194,0.0008686979162105297
availability-Asgard_Solar,195,0.000626804349227594
availability-Asgard_Solar,196,0.0
availability-Asgard_Solar,197,0.0018611189660962988
availability-Asgard_Solar,198,0.0
availability-Asgard_Solar,199,0.00016903346512164117
availability-Asgard_Solar,200,0.0
availability-Asgard_Solar,201,0.0553139624958857
availability-Asgard_Solar,202,0.15869765880218104
availability-Asgard_Solar,203,0.21971655158506
availability-Asgard_Solar,204,0.25829111502851576
availability-Asgard_Solar,205,0.2581632761297571
availability-Asgard_Solar,206,0.1967675733491464
availability-Asgard_Solar,207,0.08071703416715394
availability-Asgard_Solar,208,0.003887781044547521
availability-Asgard_Solar,209,0.0007484172395976841
availability-Asgard_Solar,210,0.0016805418948719045
availability-Asgard_Solar,211,0.0
availability-Asgard_Solar,212,0.0
availability-Asgard_Solar,213,0.0
availability-Asgard_Solar,214,0.00030612219250986166
availability-Asgard_Solar,215,0.000478091902154714
availability-Asgard_Solar,216,0.0
availability-Asgard_Solar,217,0.0
availability-Asgard_Solar,218,0.0018808628087079082
availability-Asgard_Solar,219,0.001256559717716738
availability-Asgard_Solar,220,0.0
availability-Asgard_Solar,221,9.340371777109748e-5
availability-Asgard_Solar,222,0.00011422454493816388
availability-Asgard_Solar,223,0.0006190919765908843
availability-Asgard_Solar,224,9.295347453430276e-5
availability-Asgard_Solar,225,0.054577327065747736
availability-Asgard_Solar,226,0.1579936566501687
availability-Asgard_Solar,227,0.21948210597579168
availability-Asgard_Solar,228,0.25779616267997835
availability-Asgard_Solar,229,0.259387703254925
availability-Asgard_Solar,230,0.19812056804837655
availability-Asgard_Solar,231,0.07836654803363576
availability-Asgard_Solar,232,0.0033420314698689624
availability-Asgard_Solar,233,0.0003800746341592908
availability-Asgard_Solar,234,0.0
availability-Asgard_Solar,235,0.0
availability-Asgard_Solar,236,0.0
availability-Asgard_Solar,237,0.0013359818328522461
availability-Asgard_Solar,238,0.0009263573441749499
availability-Asgard_Solar,239,0.0
availability-Asgard_Solar,240,0.0001578771786970306
availability-Asgard_Solar,241,0.0011937396691724283
availability-Asgard_Solar,242,0.0005475034140319186
availability-Asgard_Solar,243,0.0005261777326445681
availability-Asgard_Solar,244,0.0
availability-Asgard_Solar,245,0.0005883517854426769
availability-Asgard_Solar,246,5.336305081414097e-5
availability-Asgard_Solar,247,0.0
availability-Asgard_Solar,248,0.0
availability-Asgard_Solar,249,0.05418103632010338
availability-Asgard_Solar,250,0.15732672202658476
availability-Asgard_Solar,251,0.218047021581915
availability-Asgard_Solar,252,0.25775214221726167
availability-Asgard_Solar,253,0.26073729244728566
availability-Asgard_Solar,254,0.19949653256794375
availability-Asgard_Solar,255,0.07864808557370268
availability-Asgard_Solar,256,0.0018053586361084948
availability-Asgard_Solar,257,0.0009603633136609591
availability-Asgard_Solar,258,0.0
availability-Asgard_Solar,259,0.0005946949668163168
availability-Asgard_Solar,260,0.0
availability-Asgard_Solar,261,0.0
availability-Asgard_Solar,262,6.302566816837588e-5
availability-Asgard_Solar,263,0.0
availability-Asgard_Solar,264,0.0
availability-Asgard_Solar,265,0.0
availability-Asgard_Solar,266,0.0003020119292327037
availability-Asgard_Solar,267,0.0023077030354454737
availability-Asgard_Solar,268,0.0
availability-Asgard_Solar,269,0.0
availability-Asgard_Solar,270,0.0004989379868821817
availability-Asgard_Solar,271,0.0
availability-Asgard_Solar,272,0.0
availability-Asgard_Solar,273,0.05267605686260361
availability-Asgard_Solar,274,0.15797375183209328
availability-Asgard_Solar,275,0.21953068726020847
availability-Asgard_Solar,276,0.2578791819223963
availability-Asgard_Solar,277,0.25893711225333876
availability-Asgard_Solar,278,0.19756795713526412
availability-Asgard_Solar,279,0.08020469939045913
availability-Asgard_Solar,280,0.001140204700939496
availability-Asgard_Solar,281,0.0
availability-Asgard_Solar,282,0.0022446432371264597
availability-Asgard_Solar,283,0.0008915305393258715
availability-Asgard_Solar,284,0.0008198396038013556
availability-Asgard_Solar,285,0.0
availability-Asgard_Solar,286,7.47099399006339e-5
availability-Asgard_Solar,287,0.0011645588583058671
availability-Asgard_Solar,288,0.0
availability-Asgard_Solar,289,0.0
availability-Asgard_Solar,290,0.0
availability-Asgard_Solar,291,0.0
availability-Asgard_Solar,292,0.000960479151700044
availability-Asgard_Solar,293,0.0
availability-Asgard_Solar,294,0.0004233460343204574
availability-Asgard_Solar,295,0.0016038836834134781
availability-Asgard_Solar,296,0.0
availability-Asgard_Solar,297,0.05568924928415938
availability-Asgard_Solar,298,0.15872578530365855
availability-Asgard_Solar,299,0.21880769201538394
availability-Asgard_Solar,300,0.25592141008701363
availability-Asgard_Solar,301,0.2595577873274389
availability-Asgard_Solar,302,0.19723159681976424
availability-Asgard_Solar,303,0.0800072818593254
availability-Asgard_Solar,304,0.0010136824043182596
availability-Asgard_Solar,305,0.0018500862016900222
availability-Asgard_Solar,306,0.0011113398289195786
availability-Asgard_Solar,307,0.0
availability-Asgard_Solar,308,0.00035373917683153915
availability-Asgard_Solar,309,0.0005725651942427478
availability-Asgard_Solar,310,0.0
availability-Asgard_Solar,311,0.0
availability-Asgard_Solar,312,0.0005920455370246363
availability-Asgard_Solar,313,0.0
availability-Asgard_Solar,314,0.0010018344494521299
availability-Asgard_Solar,315,0.0005918370244371707
availability-Asgard_Solar,316,0.0
availability-Asgard_Solar,317,0.0
availability-Asgard_Solar,318,0.0
availability-Asgard_Solar,319,0.0003123084879293015
availability-Asgard_Solar,320,0.0008393782882640187
availability-Asgard_Solar,321,0.056073482632572606
availability-Asgard_Solar,322,0.15736407615689416
availability-Asgard_Solar,323,0.21902532508260558
availability-Asgard_Solar,324,0.25565125477954
availability-Asgard_Solar,325,0.260548842475045
availability-Asgard_Solar,326,0.19845472920024246
availability-Asgard_Solar,327,0.07913562999818313
availability-Asgard_Solar,328,0.0002302450816021001
availability-Asgard_Solar,329,0.0
availability-Asgard_Solar,330,0.0
availability-Asgard_Solar,331,0.0006678997438284563
availability-Asgard_Solar,332,0.00032976077662226846
availability-Asgard_Solar,333,3.2343166605768635e-5
availability-Asgard_Solar,334,0.0
availability-Asgard_Solar,335,0.000358894777820025
availability-Asgard_Solar,336,0.0
availability-Asgard_Solar,337,0.0
availability-Asgard_Solar,338,0.0
availability-Asgard_Solar,339,0.0
availability-Asgard_Solar,340,0.0003904859112403734
availability-Asgard_Solar,341,0.0
availability-Asgard_Solar,342,0.0012676349254208737
availability-Asgard_Solar,343,0.0
availability-Asgard_Solar,344,0.0009996065100350453
availability-Asgard_Solar,345,0.054335460999526464
availability-Asgard_Solar,346,0.1569827603171091
availability-Asgard_Solar,347,0.21888116400609986
availability-Asgard_Solar,348,0.25861681810672316
availability-Asgard_Solar,349,0.25713438184027665
availability-Asgard_Solar,350,0.19600728744008364
availability-Asgard_Solar,351,0.07949161397205205
availability-Asgard_Solar,352,0.002841941280331856
availability-Asgard_Solar,353,0.0
availability-Asgard_Solar,354,0.00084703758218836
availability-Asgard_Solar,355,0.00010354991181833277
availability-Asgard_Solar,356,0.0
availability-Asgard_Solar,357,0.0017066231083719657
availability-Asgard_Solar,358,0.0
availability-Asgard_Solar,359,0.0
availability-Asgard_Solar,360,0.0011592871855894387
availability-Asgard_Solar,361,0.0012282191592073413
availability-Asgard_Solar,362,0.0025370960091249417
availability-Asgard_Solar,363,0.0
availability-Asgard_Solar,364,0.0
availability-Asgard_Solar,365,0.0
availability-Asgard_Solar,366,0.0001652725365213318
availability-Asgard_Solar,367,0.0019475295710738424
availability-Asgard_Solar,368,0.0
availability-Asgard_Solar,369,0.053721784125043005
availability-Asgard_Solar,370,0.15840538665021653
availability-Asgard_Solar,371,0.22018377851692955
availability-Asgard_Solar,372,0.2582644791106151
availability-Asgard_Solar,373,0.2576283025632235
availability-Asgard_Solar,374,0.1963070596155548
availability-Asgard_Solar,375,0.07807675804498834
availability-Asgard_Solar,376,0.00429771421502141
availability-Asgard_Solar,377,0.0
availability-Asgard_Solar,378,0.0
availability-Asgard_Solar,379,0.0
availability-Asgard_Solar,380,0.0
availability-Asgard_Solar,381,0.0007664263676504938
availability-Asgard_Solar,382,0.0003903195989575458
availability-Asgard_Solar,383,0.0
availability-Asgard_Solar,384,0.0
availability-Asgard_Solar,385,0.0
availability-Asgard_Solar,386,0.0
availability-Asgard_Solar,387,0.001800401994507532
availability-Asgard_Solar,388,0.0011499376377545132
availability-Asgard_Solar,389,0.0
availability-Asgard_Solar,390,0.0
availability-Asgard_Solar,391,0.0
availability-Asgard_Solar,392,0.0
availability-Asgard_Solar,393,0.05390920903429896
availability-Asgard_Solar,394,0.15675544778206407
availability-Asgard_Solar,395,0.21845828254427646
availability-Asgard_Solar,396,0.2591320716406837
availability-Asgard_Solar,397,0.25884290647341623
availability-Asgard_Solar,398,0.1962763292573696
availability-Asgard_Solar,399,0.07957035271729516
availability-Asgard_Solar,400,0.0027624655382751458
availability-Asgard_Solar,401,0.0007838709124437364
availability-Asgard_Solar,402,0.0002611578827651021
availability-Asgard_Solar,403,0.0
availability-Asgard_Solar,404,0.0005074228641943604
availability-Asgard_Solar,405,0.00027483954250008563
availability-Asgard_Solar,406,0.001885432000826413
availability-Asgard_Solar,407,0.0
availability-Asgard_Solar,408,0.0005994491278256224
availability-Asgard_Solar,409,0.000925754610749165
availability-Asgard_Solar,410,0.00021956417646459725
availability-Asgard_Solar,411,0.0001294681081290904
availability-Asgard_Solar,412,0.0019359729817542393
availability-Asgard_Solar,413,0.0
availability-Asgard_Solar,414,0.00047857429051057095
availability-Asgard_Solar,415,0.0013332667295436053
availability-Asgard_Solar,416,0.0
availability-Asgard_Solar,417,0.05563946233013768
availability-Asgard_Solar,418,0.15873655011570442
availability-Asgard_Solar,419,0.21924598701345152
availability-Asgard_Solar,420,0.2586340659116269
availability-Asgard_Solar,421,0.25971256893957034
availability-Asgard_Solar,422,0.19734345296611525
availability-Asgard_Solar,423,0.07941708141587173
availability-Asgard_Solar,424,0.002696678604331155
availability-Asgard_Solar,425,0.0
availability-Asgard_Solar,426,0.0
availability-Asgard_Solar,427,0.0016176481048733096
availability-Asgard_Solar,428,0.0005743750060665249
availability-Asgard_Solar,429,0.0
availability-Asgard_Solar,430,0.0
availability-Asgard_Solar,431,0.0014308607155905629
availability-Asgard_Solar,432,0.0015209473203924458
availability-Asgard_Solar,433,0.0016109363983053118
availability-Asgard_Solar,434,0.0
availability-Asgard_Solar,435,0.0
availability-Asgard_Solar,436,0.00011888206987429601
availability-Asgard_Solar,437,0.0009058842629859733
availability-Asgard_Solar,438,0.0
availability-Asgard_Solar,439,0.0
availability-Asgard_Solar,440,0.0017681759394828252
availability-Asgard_Solar,441,0.054351640940083774
availability-Asgard_Solar,442,0.15726384978818067
availability-Asgard_Solar,443,0.21846806803085533
availability-Asgard_Solar,444,0.2586198000061668
availability-Asgard_Solar,445,0.2580088875284144
availability-Asgard_Solar,446,0.19820718158111567
availability-Asgard_Solar,447,0.08028793159795344
availability-Asgard_Solar,448,0.0034589997641283126
availability-Asgard_Solar,449,0.0012969753127905499
availability-Asgard_Solar,450,0.0
availability-Asgard_Solar,451,0.0
availability-Asgard_Solar,452,3.287011641204435e-5
availability-Asgard_Solar,453,0.0
availability-Asgard_Solar,454,0.0
availability-Asgard_Solar,455,0.001295645911490183
availability-Asgard_Solar,456,0.0011914123095577564
availability-Asgard_Solar,457,0.0
availability-Asgard_Solar,458,9.280932384073687e-5
availability-Asgard_Solar,459,0.00028507084202739595
availability-Asgard_Solar,460,2.9657787031174946e-5
availability-Asgard_Solar,461,0.0
availability-Asgard_Solar,462,0.0
availability-Asgard_Solar,463,0.001229574798251969
availability-Asgard_Solar,464,0.0
availability-Asgard_Solar,465,0.05451035362671225
availability-Asgard_Solar,466,0.1574756224799475
availability-Asgard_Solar,467,0.21850490106761816
availability-Asgard_Solar,468,0.25725839113356413
availability-Asgard_Solar,469,0.2591151375160779
availability-Asgard_Solar,470,0.19741181458480583
availability-Asgard_Solar,471,0.07935471720253523
availability-Asgard_Solar,472,0.002128191806541358
availability-Asgard_Solar,473,0.0002442047297851721
availability-Asgard_Solar,474,0.0
availability-Asgard_Solar,475,5.6901267840092854e-5
availability-Asgard_Solar,476,0.0
availability-Asgard_Solar,477,0.0010739577719333909
availability-Asgard_Solar,478,0.00048685584426437153
availability-Asgard_Solar,479,0.0
availability-Asgard_Solar,480,0.0
availability-Asgard_Solar,481,0.0
availability-Asgard_Solar,482,0.0
availability-Asgard_Solar,483,1.2921198248057063e-5
availability-Asgard_Solar,484,0.0
availability-Asgard_Solar,485,0.0008257611105009837
availability-Asgard_Solar,486,0.0
availability-Asgard_Solar,487,0.0
availability-Asgard_Solar,488,0.000122135455586719
availability-Asgard_Solar,489,0.0543887060159953
availability-Asgard_Solar,490,0.1568146403566501
availability-Asgard_Solar,491,0.21970308435954222
availability-Asgard_Solar,492,0.25592442907321167
availability-Asgard_Solar,493,0.25860745475147245
availability-Asgard_Solar,494,0.19592494702353008
availability-Asgard_Solar,495,0.07931392749330025
availability-Asgard_Solar,496,0.002981285002578906
availability-Asgard_Solar,497,0.0009304179293117196
availability-Asgard_Solar,498,8.152122238630148e-5
availability-Asgard_Solar,499,0.0
availability-Asgard_Solar,500,0.0
availability-Asgard_Solar,501,0.0
availability-Asgard_Solar,502,0.0005133845273633195
availability-Asgard_Solar,503,0.0
availability-Asgard_Solar,504,0.00044464728198422254
availability-Asgard_Solar,505,0.0
availability-Asgard_Solar,506,0.002285776132813576
availability-Asgard_Solar,507,0.000585014242624307
availability-Asgard_Solar,508,0.0
availability-Asgard_Solar,509,0.0
availability-Asgard_Solar,510,0.0006882737839584756
availability-Asgard_Solar,511,0.0005930219522565193
availability-Asgard_Solar,512,0.00030413916727610956
availability-Asgard_Solar,513,0.05510314275998572
availability-Asgard_Solar,514,0.15817495689740355
availability-Asgard_Solar,515,0.21886107908299887
availability-Asgard_Solar,516,0.25963675557516264
availability-Asgard_Solar,517,0.2588777955695947
availability-Asgard_Solar,518,0.19878862551521292
availability-Asgard_Solar,519,0.08089547738735874
availability-Asgard_Solar,520,0.002393913338515287
availability-Asgard_Solar,521,0.0006141085189744332
availability-Asgard_Solar,522,0.0
availability-Asgard_Solar,523,0.0007615112344102378
availability-Asgard_Solar,524,0.0
availability-Asgard_Solar,525,0.0009622740598236547
availability-Asgard_Solar,526,0.0007017318474313712
availability-Asgard_Solar,527,0.0
availability-Asgard_Solar,528,0.0014038182329960405
availability-Asgard_Solar,529,0.0001463665996073214
availability-Asgard_Solar,530,0.0
availability-Asgard_Solar,531,0.0
availability-Asgard_Solar,532,0.0011993894227312924
availability-Asgard_Solar,533,0.0007864060459776788
availability-Asgard_Solar,534,0.0
availability-Asgard_Solar,535,0.0
availability-Asgard_Solar,536,0.000699636122711008
availability-Asgard_Solar,537,0.054034172038689834
availability-Asgard_Solar,538,0.15992468000931756
availability-Asgard_Solar,539,0.21790029166582628
availability-Asgard_Solar,540,0.25633749447473997
availability-Asgard_Solar,541,0.25848194785166423
availability-Asgard_Solar,542,0.1964043273798971
availability-Asgard_Solar,543,0.08086394861333282
availability-Asgard_Solar,544,0.0026828090748367873
availability-Asgard_Solar,545,0.0003936594075097584
availability-Asgard_Solar,546,0.0
availability-Asgard_Solar,547,0.0007161609610579145
availability-Asgard_Solar,548,0.0
availability-Asgard_Solar,549,0.0015004903273220381
availability-Asgard_Solar,550,0.0005896186839268676
availability-Asgard_Solar,551,0.0009728156594177015
availability-Asgard_Solar,552,0.0
availability-Asgard_Solar,553,0.0008686003013766145
availability-Asgard_Solar,554,0.0003794851150275366
availability-Asgard_Solar,555,0.0
availability-Asgard_Solar,556,7.26849811631409e-5
availability-Asgard_Solar,557,0.0009798124746964775
availability-Asgard_Solar,558,0.0006566053071260549
availability-Asgard_Solar,559,0.0
availability-Asgard_Solar,560,0.0
availability-Asgard_Solar,561,0.05451137183533521
availability-Asgard_Solar,562,0.1563321467157835
availability-Asgard_Solar,563,0.21809650293387622
availability-Asgard_Solar,564,0.25789408788009205
availability-Asgard_Solar,565,0.25733752593312254
availability-Asgard_Solar,566,0.198100238507032
availability-Asgard_Solar,567,0.079367161569925
availability-Asgard_Solar,568,0.0015572317521061207
availability-Asgard_Solar,569,0.0
availability-Asgard_Solar,570,0.0
availability-Asgard_Solar,571,0.0
availability-Asgard_Solar,572,0.0
availability-Asgard_Solar,573,0.0
availability-Asgard_Solar,574,0.0004759892309302565
availability-Asgard_Solar,575,0.0
availability-Asgard_Solar,576,0.0
availability-Asgard_Solar,577,0.0
availability-Asgard_Solar,578,0.0009400209586119794
availability-Asgard_Solar,579,0.0
availability-Asgard_Solar,580,0.0018770142702170555
availability-Asgard_Solar,581,0.0006657982527295837
availability-Asgard_Solar,582,0.0
availability-Asgard_Solar,583,0.0013208405858278214
availability-Asgard_Solar,584,0.0011787471557006665
availability-Asgard_Solar,585,0.055035641880281747
availability-Asgard_Solar,586,0.1572333158571493
availability-Asgard_Solar,587,0.21832002507465106
availability-Asgard_Solar,588,0.2581392381775926
availability-Asgard_Solar,589,0.2575755204111476
availability-Asgard_Solar,590,0.19785183940524467
availability-Asgard_Solar,591,0.07739642044743578
availability-Asgard_Solar,592,0.0010575071360003805
availability-Asgard_Solar,593,0.0010965680966086363
availability-Asgard_Solar,594,0.0
availability-Asgard_Solar,595,0.00012386459357682745
availability-Asgard_Solar,596,0.0
availability-Asgard_Solar,597,0.0
availability-Asgard_Solar,598,0.0
availability-Asgard_Solar,599,0.0
availability-Asgard_Solar,600,0.0011964380595108266
availability-Asgard_Solar,601,0.0007082690106895164
availability-Asgard_Solar,602,0.0
availability-Asgard_Solar,603,0.0
availability-Asgard_Solar,604,0.0005284155248550363
availability-Asgard_Solar,605,0.0
availability-Asgard_Solar,606,0.0
availability-Asgard_Solar,607,0.00028826571160542205
availability-Asgard_Solar,608,0.0
availability-Asgard_Solar,609,0.055322712727306954
availability-Asgard_Solar,610,0.15873657615331382
availability-Asgard_Solar,611,0.21880226731667132
availability-Asgard_Solar,612,0.2569872554196384
availability-Asgard_Solar,613,0.2578916509214093
availability-Asgard_Solar,614,0.19891894723944395
availability-Asgard_Solar,615,0.07828483356781363
availability-Asgard_Solar,616,0.002124654022851422
availability-Asgard_Solar,617,0.0022768199389468476
availability-Asgard_Solar,618,0.0
availability-Asgard_Solar,619,0.0
availability-Asgard_Solar,620,0.0013335632397750658
availability-Asgard_Solar,621,0.0
availability-Asgard_Solar,622,0.0014484364573700932
availability-Asgard_Solar,623,0.0
availability-Asgard_Solar,624,0.0
availability-Asgard_Solar,625,0.0
availability-Asgard_Solar,626,0.002256095434702379
availability-Asgard_Solar,627,0.0
availability-Asgard_Solar,628,0.0
availability-Asgard_Solar,629,0.0015081484893226587
availability-Asgard_Solar,630,0.0
availability-Asgard_Solar,631,0.0003866261411857563
availability-Asgard_Solar,632,0.0012231978835125085
availability-Asgard_Solar,633,0.052973981883980746
availability-Asgard_Solar,634,0.15976868392845903
availability-Asgard_Solar,635,0.2177827279064694
availability-Asgard_Solar,636,0.2593218475984776
availability-Asgard_Solar,637,0.25842781947602544
availability-Asgard_Solar,638,0.19752101449767223
availability-Asgard_Solar,639,0.07897652378714907
availability-Asgard_Solar,640,0.002545273222619316
availability-Asgard_Solar,641,0.0005686204237174473
availability-Asgard_Solar,642,0.00017483233364042305
availability-Asgard_Solar,643,0.0018491507926968035
availability-Asgard_Solar,644,0.0
