,,p.u.
availability-Asgard_Solar,129,0.4690379762732727
availability-Asgard_Solar,130,0.0972138038387057
availability-Asgard_Solar,131,0.9951596846047571
availability-Asgard_Solar,132,0.015120392646845948
availability-Asgard_Solar,133,0.8553492151220795
availability-Asgard_Solar,134,0.4461844529153166
availability-Asgard_Solar,135,0.7130758033208041
availability-Asgard_Solar,136,0.01307794159369613
availability-Asgard_Solar,137,0.558249674955447
availability-Asgard_Solar,138,0.04025418506682976
availability-Asgard_Solar,139,0.9686141629540223
availability-Asgard_Solar,140,0.7419319460511623
availability-Asgard_Solar,141,0.6233217443603176
availability-Asgard_Solar,142,0.682102842976884
availability-Asgard_Solar,143,0.616656172750888
availability-Asgard_Solar,144,0.4400375118562939
availability-Asgard_Solar,145,0.5260417355460559
availability-Asgard_Solar,146,0.9710728976588284
availability-Asgard_Solar,147,0.08290091876249006
availability-Asgard_Solar,148,0.4238401299770719
availability-Asgard_Solar,149,0.5124944256686995
availability-Asgard_Solar,150,0.8348534278036793
availability-Asgard_Solar,151,0.8254232324976606
availability-Asgard_Solar,152,0.5966245845132677
availability-Asgard_Solar,153,0.518620035911569
availability-Asgard_Solar,154,0.14272414469080152
availability-Asgard_Solar,155,0.5499978662358639
availability-Asgard_Solar,156,0.5362982708918919
availability-Asgard_Solar,157,0.04174369812943013
availability-Asgard_Solar,158,0.48287831628904465
availability-Asgard_Solar,159,0.6049647335417919
availability-Asgard_Solar,160,0.7506667358252898
availability-Asgard_Solar,161,0.24332582154541182
availability-Asgard_Solar,162,0.602675961598107
availability-Asgard_Solar,163,0.6064459424881987
availability-Asgard_Solar,164,0.08111638527504983
availability-Asgard_Solar,165,0.4940434266100875
availability-Asgard_Solar,166,0.5390384569666054
availability-Asgard_Solar,167,0.17483436350867665
availability-Asgard_Solar,168,0.6431459126694803
availability-Asgard_Solar,169,0.7267063808687081
availability-Asgard_Solar,170,0.25207510568710945
availability-Asgard_Solar,171,0.8540762620910413
availability-Asgard_Solar,172,0.6657283229113328
availability-Asgard_Solar,173,0.034365911083416134
availability-Asgard_Solar,174,0.40966221339172126
availability-Asgard_Solar,175,0.8136127647666676
availability-Asgard_Solar,176,0.28022162163992115
availability-Asgard_Solar,177,0.7392743462958237
availability-Asgard_Solar,178,0.41957491969404304
availability-Asgard_Solar,179,0.5349934336975234
availability-Asgard_Solar,180,0.4478091077995583
availability-Asgard_Solar,181,0.8037220207604758
availability-Asgard_Solar,182,0.9438410831489681
availability-Asgard_Solar,183,0.2765118640350914
availability-Asgard_Solar,184,0.9277949962635063
availability-Asgard_Solar,185,0.059700596232198366
availability-Asgard_Solar,186,0.8088163713201345
availability-Asgard_Solar,187,0.015620496041451881
availability-Asgard_Solar,188,0.46762235277773145
availability-Asgard_Solar,189,0.6349073607275658
availability-Asgard_Solar,190,0.8331349585680745
availability-Asgard_Solar,191,0.7898471322473942
availability-Asgard_Solar,192,0.194725946889996
availability-Asgard_Solar,193,0.6213987878942612
availability-Asgard_Solar,194,0.2666611188642152
availability-Asgard_Solar,195,0.5538014016234794
availability-Asgard_Solar,196,0.4427762695183757
availability-Asgard_Solar,197,0.2369404384821453
availability-Asgard_Solar,198,0.9030404611093844
availability-Asgard_Solar,199,0.5407757014686017
availability-Asgard_Solar,200,0.6917207039137684
availability-Asgard_Solar,201,0.02945763668900281
availability-Asgard_Solar,202,0.3893138401842008
availability-Asgard_Solar,203,0.44014921439369614
availability-Asgard_Solar,204,0.8239860350584318
availability-Asgard_Solar,205,0.42182107290996096
availability-Asgard_Solar,206,0.22568388380857385
availability-Asgard_Solar,207,0.3728060591590884
availability-Asgard_Solar,208,0.2766259758604196
availability-Asgard_Solar,209,0.5529902886500123
availability-Asgard_Solar,210,0.5641355557338521
availability-Asgard_Solar,211,0.8593349811961744
availability-Asgard_Solar,212,0.06241671960996387
availability-Asgard_Solar,213,0.8804449161937483
availability-Asgard_Solar,214,0.3953410672643368
availability-Asgard_Solar,215,0.473641940478134
availability-Asgard_Solar,216,0.6663848880884716
availability-Asgard_Solar,217,0.4951441198572927
availability-Asgard_Solar,218,0.29778508147801763
availability-Asgard_Solar,219,0.6241209565638305
availability-Asgard_Solar,220,0.1467988074538168
availability-Asgard_Solar,221,0.47247656109609015
availability-Asgard_Solar,222,0.2362437556060697
availability-Asgard_Solar,223,0.3447369568079137
availability-Asgard_Solar,224,0.6753508370631349
availability-Asgard_Solar,225,0.12058002959377567
availability-Asgard_Solar,226,0.232386032081367
availability-Asgard_Solar,227,0.41154155617001653
availability-Asgard_Solar,228,0.9068103551404431
availability-Asgard_Solar,229,0.6758471352138486
availability-Asgard_Solar,230,0.817245293160729
availability-Asgard_Solar,231,0.5346432886891815
availability-Asgard_Solar,232,0.20011108476982875
availability-Asgard_Solar,233,0.9023812004007383
availability-Asgard_Solar,234,0.4349435462655835
availability-Asgard_Solar,235,0.2382402474694808
availability-Asgard_Solar,236,0.5119991768938877
availability-Asgard_Solar,237,0.3819596408828515
availability-Asgard_Solar,238,0.9518623391711751
availability-Asgard_Solar,239,0.14599066431158048
availability-Asgard_Solar,240,0.06117111472602621
availability-Asgard_Solar,241,0.3405224861787641
availability-Asgard_Solar,242,0.9338378812379665
availability-Asgard_Solar,243,0.7460729004053687
availability-Asgard_Solar,244,0.28059811949051383
availability-Asgard_Solar,245,0.753588009258163
availability-Asgard_Solar,246,0.47692377378240025
availability-Asgard_Solar,247,0.10597584075145228
availability-Asgard_Solar,248,0.4420624026606558
availability-Asgard_Solar,249,0.04964129746508805
availability-Asgard_Solar,250,0.22262970497351497
availability-Asgard_Solar,251,0.8980753736284274
availability-Asgard_Solar,252,0.4049048284792276
availability-Asgard_Solar,253,0.08133439901903794
availability-Asgard_Solar,254,0.20732964735488402
availability-Asgard_Solar,255,0.7133282379790902
availability-Asgard_Solar,256,0.25840440778524887
availability-Asgard_Solar,257,0.7213499473570831
availability-Asgard_Solar,258,0.005638244235138812
availability-Asgard_Solar,259,0.2695126504706291
availability-Asgard_Solar,260,0.3708938396191974
availability-Asgard_Solar,261,0.12779293421737747
availability-Asgard_Solar,262,0.3395971004379076
availability-Asgard_Solar,263,0.7268119265619879
availability-Asgard_Solar,264,0.5254592227671031
availability-Asgard_Solar,265,0.7029307284819604
availability-Asgard_Solar,266,0.8331293738588501
availability-Asgard_Solar,267,0.4826298708627831
availability-Asgard_Solar,268,0.31931391961937716
availability-Asgard_Solar,269,0.09212332065586848
availability-Asgard_Solar,270,0.3963851403640808
availability-Asgard_Solar,271,0.7173468767857407
availability-Asgard_Solar,272,0.48192135069465003
availability-Asgard_Solar,273,0.9772596642777559
availability-Asgard_Solar,274,0.28019291465222096
availability-Asgard_Solar,275,0.9491505114741604
availability-Asgard_Solar,276,0.9478355720906507
availability-Asgard_Solar,277,0.3519604783575766
availability-Asgard_Solar,278,0.5679445030018361
availability-Asgard_Solar,279,0.7418739488395474
availability-Asgard_Solar,280,0.3577794083439336
availability-Asgard_Solar,281,0.9740877386332429
availability-Asgard_Solar,282,0.834062448172363
availability-Asgard_Solar,283,0.18882775460831303
availability-Asgard_Solar,284,0.0359959695150911
availability-Asgard_Solar,285,0.3409694267105088
availability-Asgard_Solar,286,0.7059831511356217
availability-Asgard_Solar,287,0.9836187205213667
availability-Asgard_Solar,288,0.46172784960440627
availability-Asgard_Solar,289,0.43108957536390413
availability-Asgard_Solar,290,0.3015889090344781
availability-Asgard_Solar,291,0.4054075194554492
availability-Asgard_Solar,292,0.45812561348445635
availability-Asgard_Solar,293,0.38319256933339807
availability-Asgard_Solar,294,0.10000930125365293
availability-Asgard_Solar,295,0.057359443167768975
availability-Asgard_Solar,296,0.2828185662374266
availability-Asgard_Solar,297,0.2738191130778167
availability-Asgard_Solar,298,0.08364327736146282
availability-Asgard_Solar,299,0.3715257955378629
availability-Asgard_Solar,300,0.5281093331953477
availability-Asgard_Solar,301,0.1317701278383938
availability-Asgard_Solar,302,0.19461129324552062
availability-Asgard_Solar,303,0.9574972624629642
availability-Asgard_Solar,304,0.6905288922845257
availability-Asgard_Solar,305,0.6880983119405713
availability-Asgard_Solar,306,0.9710306664535717
availability-Asgard_Solar,307,0.3654704648086531
availability-Asgard_Solar,308,0.5235664576201671
availability-Asgard_Solar,309,0.27698918274772866
availability-Asgard_Solar,310,0.3157685925212873
availability-Asgard_Solar,311,0.37121370310140944
availability-Asgard_Solar,312,0.3156726405053938
availability-Asgard_Solar,313,0.3009743748819791
availability-Asgard_Solar,314,0.04592319076733731
availability-Asgard_Solar,315,0.9385099273869951
availability-Asgard_Solar,316,0.02521075349547941
availability-Asgard_Solar,317,0.9363019395089802
availability-Asgard_Solar,318,0.0660144967395736
availability-Asgard_Solar,319,0.8052463308433926
availability-Asgard_Solar,320,0.5406159839923228
availability-Asgard_Solar,321,0.40013979784631015
availability-Asgard_Solar,322,0.6311286318921621
availability-Asgard_Solar,323,0.7216429982980217
availability-Asgard_Solar,324,0.7970017804346757
availability-Asgard_Solar,325,0.586862542908895
availability-Asgard_Solar,326,0.044077495817716916
availability-Asgard_Solar,327,0.8584983164574292
availability-Asgard_Solar,328,0.6992819935137606
availability-Asgard_Solar,329,0.3202111215080796
availability-Asgard_Solar,330,0.32856027848830405
availability-Asgard_Solar,331,0.41803614631573127
availability-Asgard_Solar,332,0.5486845877346687
availability-Asgard_Solar,333,0.2972568947945816
availability-Asgard_Solar,334,0.49086564570315494
availability-Asgard_Solar,335,0.3769475372029236
availability-Asgard_Solar,336,0.8064643955980494
availability-Asgard_Solar,337,0.4265596529156036
availability-Asgard_Solar,338,0.5131589599643909
availability-Asgard_Solar,339,0.40804019844371364
availability-Asgard_Solar,340,0.2910219993607557
availability-Asgard_Solar,341,0.9056427212684087
availability-Asgard_Solar,342,0.703356505730538
availability-Asgard_Solar,343,0.5957307447007876
availability-Asgard_Solar,344,0.6003161160956907
availability-Asgard_Solar,345,0.8059245200878474
availability-Asgard_Solar,346,0.7357900449022169
availability-Asgard_Solar,347,0.8944705892113913
availability-Asgard_Solar,348,0.8296062695642407
availability-Asgard_Solar,349,0.0635579436866558
availability-Asgard_Solar,350,0.9910311091910288
availability-Asgard_Solar,351,0.4392037528080257
availability-Asgard_Solar,352,0.7319874435831105
availability-Asgard_Solar,353,0.220492760737645
availability-Asgard_Solar,354,0.1891750186363551
availability-Asgard_Solar,355,0.08262585065693895
availability-Asgard_Solar,356,0.8583512455043485
availability-Asgard_Solar,357,0.4601539287392201
availability-Asgard_Solar,358,0.7887052258045095
availability-Asgard_Solar,359,0.9406600586825402
availability-Asgard_Solar,360,0.27082204217731065
availability-Asgard_Solar,361,0.20718911355071334
availability-Asgard_Solar,362,0.5156236576379221
availability-Asgard_Solar,363,0.47420053525415395
availability-Asgard_Solar,364,0.7664145733702239
availability-Asgard_Solar,365,0.7919039477821027
availability-Asgard_Solar,366,0.46319117771247154
availability-Asgard_Solar,367,0.14469321225938614
availability-Asgard_Solar,368,0.41530161166991764
availability-Asgard_Solar,369,0.09454349208350288
availability-Asgard_Solar,370,0.14808266112360058
availability-Asgard_Solar,371,0.16281429770333344
availability-Asgard_Solar,372,0.5481900645497059
availability-Asgard_Solar,373,0.952326928377889
availability-Asgard_Solar,374,0.6323498457569715
availability-Asgard_Solar,375,0.45186276375718715
availability-Asgard_Solar,376,0.7247036972394342
availability-Asgard_Solar,377,0.0721355274523151
availability-Asgard_Solar,378,0.6902934238296813
availability-Asgard_Solar,379,0.41524575226102456
availability-Asgard_Solar,380,0.6676421845976565
availability-Asgard_Solar,381,0.09371575529824971
availability-Asgard_Solar,382,0.5913718597023089
availability-Asgard_Solar,383,0.45026876643282143
availability-Asgard_Solar,384,0.9871579714860392
availability-Asgard_Solar,385,0.8914214270557248
availability-Asgard_Solar,386,0.007715681404146801
availability-Asgard_Solar,387,0.29682204573648474
availability-Asgard_Solar,388,0.18172321559058402
availability-Asgard_Solar,389,0.08043879417109079
availability-Asgard_Solar,390,0.5083291220583708
availability-Asgard_Solar,391,0.31743028534662754
availability-Asgard_Solar,392,0.1379761872426849
availability-Asgard_Solar,393,0.6414971290006091
availability-Asgard_Solar,394,0.43496081406195997
availability-Asgard_Solar,395,0.0034135153999513834
availability-Asgard_Solar,396,0.6096273520551002
availability-Asgard_Solar,397,0.5660726288273701
availability-Asgard_Solar,398,0.4159273769283691
availability-Asgard_Solar,399,0.9814568223217318
availability-Asgard_Solar,400,0.6964789207103359
availability-Asgard_Solar,401,0.24216743463897228
availability-Asgard_Solar,402,0.653756829001262
availability-Asgard_Solar,403,0.6583240047524552
availability-Asgard_Solar,404,0.057301068431105495
availability-Asgard_Solar,405,0.9949251484676701
availability-Asgard_Solar,406,0.4317421614046236
availability-Asgard_Solar,407,0.4815899960427148
availability-Asgard_Solar,408,0.9135500516036063
availability-Asgard_Solar,409,0.4391709902541435
availability-Asgard_Solar,410,0.9977755903310013
availability-Asgard_Solar,411,0.5241122192911346
availability-Asgard_Solar,412,0.8816339272562147
availability-Asgard_Solar,413,0.06673717620739339
availability-Asgard_Solar,414,0.09732096938779011
availability-Asgard_Solar,415,0.23814116446352485
availability-Asgard_Solar,416,0.5407278556843179
availability-Asgard_Solar,417,0.038640205527148974
availability-Asgard_Solar,418,0.17682380403771092
availability-Asgard_Solar,419,0.11142867377640753
availability-Asgard_Solar,420,0.9880595374180378
availability-Asgard_Solar,421,0.24910532023641607
availability-Asgard_Solar,422,0.6695727104609416
availability-Asgard_Solar,423,0.2977182795109379
availability-Asgard_Solar,424,0.1405835567951037
availability-Asgard_Solar,425,0.924234140381891
availability-Asgard_Solar,426,0.6311542616422159
availability-Asgard_Solar,427,0.40341035342740894
availability-Asgard_Solar,428,0.033019805082186715
availability-Asgard_Solar,429,0.4941795314894949
availability-Asgard_Solar,430,0.07954218178265038
availability-Asgard_Solar,431,0.7658137181195533
availability-Asgard_Solar,432,0.19826148287801226
availability-Asgard_Solar,433,0.2305259969030139
availability-Asgard_Solar,434,0.2163739328327181
availability-Asgard_Solar,435,0.5049214914209125
availability-Asgard_Solar,436,0.31125713554493795
availability-Asgard_Solar,437,0.6478076217724961
availability-Asgard_Solar,438,0.6413322519421701
availability-Asgard_Solar,439,0.9866609141646869
availability-Asgard_Solar,440,0.42722162523039975
availability-Asgard_Solar,441,0.06899322390086027
availability-Asgard_Solar,442,0.2307726805438226
availability-Asgard_Solar,443,0.9543827754019597
availability-Asgard_Solar,444,0.7085890922971161
availability-Asgard_Solar,445,0.13407872695395162
availability-Asgard_Solar,446,0.2708283458235995
availability-Asgard_Solar,447,0.4409685727268724
availability-Asgard_Solar,448,0.2748882566689196
availability-Asgard_Solar,449,0.7908073888489924
availability-Asgard_Solar,450,0.44399178848668464
availability-Asgard_Solar,451,0.5591571760192602
availability-Asgard_Solar,452,0.05220547935443742
availability-Asgard_Solar,453,0.29161901332116136
availability-Asgard_Solar,454,0.7442015206512504
availability-Asgard_Solar,455,0.5616572335972652
availability-Asgard_Solar,456,0.4575295625297271
availability-Asgard_Solar,457,0.651776730296119
availability-Asgard_Solar,458,0.722465526832315
availability-Asgard_Solar,459,0.7965786300978132
availability-Asgard_Solar,460,0.049309380866676245
availability-Asgard_Solar,461,0.651433271201344
availability-Asgard_Solar,462,0.15164918539375893
availability-Asgard_Solar,463,0.6370246947736217
availability-Asgard_Solar,464,0.19796951298160725
availability-Asgard_Solar,465,0.7023401213164457
availability-Asgard_Solar,466,0.04291886946802892
availability-Asgard_Solar,467,0.3097149574004978
availability-Asgard_Solar,468,0.08157988935620375
availability-Asgard_Solar,469,0.3315620246752412
availability-Asgard_Solar,470,0.8053280619388663
availability-Asgard_Solar,471,0.9869731726900919
availability-Asgard_Solar,472,0.6759560078867436
availability-Asgard_Solar,473,0.9516842760991588
availability-Asgard_Solar,474,0.5744547479328369
availability-Asgard_Solar,475,0.385744276389557
availability-Asgard_Solar,476,0.6735678778903732
availability-Asgard_Solar,477,0.7435010681344573
availability-Asgard_Solar,478,0.41966628250160776
availability-Asgard_Solar,479,0.04327223730285179
availability-Asgard_Solar,480,0.9045255316772122
availability-Asgard_Solar,481,0.9135210111504803
availability-Asgard_Solar,482,0.45654389541943274
availability-Asgard_Solar,483,0.8605297192986565
availability-Asgard_Solar,484,0.10910110437831211
availability-Asgard_Solar,485,0.6392558676093468
availability-Asgard_Solar,486,0.3880526320871398
availability-Asgard_Solar,487,0.7377901621842884
availability-Asgard_Solar,488,0.631194305362798
availability-Asgard_Solar,489,0.4655288911129649
availability-Asgard_Solar,490,0.46901993402316877
availability-Asgard_Solar,491,0.5610093439481038
availability-Asgard_Solar,492,0.9256696622654533
availability-Asgard_Solar,493,0.8500481901041232
availability-Asgard_Solar,494,0.23436490916219843
availability-Asgard_Solar,495,0.8196112151117529
availability-Asgard_Solar,496,0.7385618155765074
availability-Asgard_Solar,497,0.7022685701907506
availability-Asgard_Solar,498,0.34010600707421523
availability-Asgard_Solar,499,0.5773995741484601
availability-Asgard_Solar,500,0.7930792399805017
availability-Asgard_Solar,501,0.26005198634941373
availability-Asgard_Solar,502,0.1385820195809131
availability-Asgard_Solar,503,0.34589061983075253
availability-Asgard_Solar,504,0.9032771454119787
availability-Asgard_Solar,505,0.9492134424069216
availability-Asgard_Solar,506,0.9237329286920373
availability-Asgard_Solar,507,0.8752432205070021
availability-Asgard_Solar,508,0.8709336208929894
availability-Asgard_Solar,509,0.8602524133460694
availability-Asgard_Solar,510,0.8124699424055611
availability-Asgard_Solar,511,0.2600715786172947
availability-Asgard_Solar,512,0.6497710823477655
availability-Asgard_Solar,513,0.7795144600271122
availability-Asgard_Solar,514,0.7171174648236895
availability-Asgard_Solar,515,0.3562983907592533
availability-Asgard_Solar,516,0.12888610503719344
availability-Asgard_Solar,517,0.20933361924537275
availability-Asgard_Solar,518,0.9210015110720031
availability-Asgard_Solar,519,0.2890793837121698
availability-Asgard_Solar,520,0.6989409942400805
availability-Asgard_Solar,521,0.6129673018026022
availability-Asgard_Solar,522,0.9671802445859433
availability-Asgard_Solar,523,0.6250164006377554
availability-Asgard_Solar,524,0.22725772270447098
availability-Asgard_Solar,525,0.2516865205969675
availability-Asgard_Solar,526,0.5225196506931483
availability-Asgard_Solar,527,0.21842381582894055
availability-Asgard_Solar,528,0.423368219543771
availability-Asgard_Solar,529,0.5864206924410779
availability-Asgard_Solar,530,0.25789602747892526
availability-Asgard_Solar,531,0.6367003683646543
availability-Asgard_Solar,532,0.8464276954455952
availability-Asgard_Solar,533,0.364184574903747
availability-Asgard_Solar,534,0.9689979665595507
availability-Asgard_Solar,535,0.45251895670953524
availability-Asgard_Solar,536,0.8337831059976705
availability-Asgard_Solar,537,0.7633187342541642
availability-Asgard_Solar,538,0.7882027330624478
availability-Asgard_Solar,539,0.6474430848864081
availability-Asgard_Solar,540,0.49796275680953705
availability-Asgard_Solar,541,0.4009376010050467
availability-Asgard_Solar,542,0.5625854436228448
availability-Asgard_Solar,543,0.7554903455147779
availability-Asgard_Solar,544,0.571487702896089
availability-Asgard_Solar,545,0.10834470735863433
availability-Asgard_Solar,546,0.9809301500445776
availability-Asgard_Solar,547,0.48806556149466507
availability-Asgard_Solar,548,0.7591825185200193
availability-Asgard_Solar,549,0.41384653530240556
availability-Asgard_Solar,550,0.15477587791046798
availability-Asgard_Solar,551,0.4506230696272575
availability-Asgard_Solar,552,0.15862879440025046
availability-Asgard_Solar,553,0.878732141632741
availability-Asgard_Solar,554,0.022670065916121085
availability-Asgard_Solar,555,0.05858440617815763
availability-Asgard_Solar,556,0.052906432868399134
availability-Asgard_Solar,557,0.06912683524316143
availability-Asgard_Solar,558,0.99289544214956
availability-Asgard_Solar,559,0.6098790006653715
availability-Asgard_Solar,560,0.19922733997245534
availability-Asgard_Solar,561,0.08310494417928271
availability-Asgard_Solar,562,0.08752343106326022
availability-Asgard_Solar,563,0.5114048493703005
availability-Asgard_Solar,564,0.1842760402458471
availability-Asgard_Solar,565,0.45046416709461556
availability-Asgard_Solar,566,0.7704433636494245
availability-Asgard_Solar,567,0.7462328061837886
availability-Asgard_Solar,568,0.49446167933561924
availability-Asgard_Solar,569,0.9089710368122708
availability-Asgard_Solar,570,0.1556478430101219
availability-Asgard_Solar,571,0.41383066900021204
availability-Asgard_Solar,572,0.9850410884090386
availability-Asgard_Solar,573,0.08475844441363622
availability-Asgard_Solar,574,0.156639808094597
availability-Asgard_Solar,575,0.12755315646046428
availability-Asgard_Solar,576,0.18730975701050334
availability-Asgard_Solar,577,0.3275680459818344
availability-Asgard_Solar,578,0.4983276965283653
availability-Asgard_Solar,579,0.2531004998686789
availability-Asgard_Solar,580,0.9324536439374073
availability-Asgard_Solar,581,0.9167342169323466
availability-Asgard_Solar,582,0.8729016815468089
availability-Asgard_Solar,583,0.6413495303896248
availability-Asgard_Solar,584,0.9302604851253397
availability-Asgard_Solar,585,0.8002474617462351
availability-Asgard_Solar,586,0.794296896971539
availability-Asgard_Solar,587,0.44564118787996276
availability-Asgard_Solar,588,0.6314186962963624
availability-Asgard_Solar,589,0.6239706519060029
availability-Asgard_Solar,590,0.2861396332078564
availability-Asgard_Solar,591,0.2972493250862662
availability-Asgard_Solar,592,0.20632740415076978
availability-Asgard_Solar,593,0.16963888236732982
availability-Asgard_Solar,594,0.4058922752798172
availability-Asgard_Solar,595,0.9982120205041265
availability-Asgard_Solar,596,0.44829971295152693
availability-Asgard_Solar,597,0.42292996778187575
availability-Asgard_Solar,598,0.08327057113955771
availability-Asgard_Solar,599,0.6253714226803603
availability-Asgard_Solar,600,0.6591129085242291
availability-Asgard_Solar,601,0.9023060860574039
availability-Asgard_Solar,602,0.9906794515013408
availability-Asgard_Solar,603,0.20839202569778537
availability-Asgard_Solar,604,0.3700792705774054
availability-Asgard_Solar,605,0.8282151049894771
availability-Asgard_Solar,606,0.25161783604726184
availability-Asgard_Solar,607,0.022187472940974562
availability-Asgard_Solar,608,0.22064751234561086
availability-Asgard_Solar,609,0.9821456601151168
